,CLEAN_SPECOBJID,RA,DEC
7701,3646883613636665344,194.2646,50.330017
7702,3646896532898291712,195.36649,49.665955
7703,3646902580212244480,195.61644,50.155125
7706,3646935015805263872,196.75761,50.281235
7708,3647935571302653952,201.90071,38.687878
7709,3647968006895673344,200.30687,38.258682
7710,3647995219808460800,199.27531,38.116486
7712,3648017759796830208,200.14986,39.939453
7714,3648061465384034304,201.09779,39.782463
7721,3649110674371616768,36.12785,22.961119
7723,3649127167046033408,35.653927,22.97057
7730,3649198085546024960,37.784893,24.79694
7732,3650181049025142784,164.92596,2.7079225
7734,3650214034373976064,164.13614,3.4865961
7735,3650252792158855168,163.0294,3.6583776
7737,3650289625798385664,164.52661,4.1891236
7738,3650295947990245376,164.20378,4.0686293
7740,3650312990420475904,164.71747,4.7441125
7741,3650313540176289792,164.761,4.393157
7743,3651323441958723584,166.9951,2.2123163
7746,3651395734848249856,165.89996,3.7449238
7750,3652450166197297152,174.91527,13.068065
7751,3652487824470548480,173.88118,12.055676
7752,3652516136894963712,173.2178,13.776187
7754,3652553795168215040,174.58638,13.829004
7755,3652560117360074752,175.00787,13.700574
7756,3652565614918213632,174.97536,14.235988
7757,3653603553928388608,176.14354,12.052318
7758,3653701135585353728,177.23283,14.03057
7759,3653707732655120384,177.95731,12.663396
7761,3654707189479743488,176.96355,5.4646587
7763,3654767662619271168,175.81726,6.8517675
7764,3654767937497178112,175.7623,6.914022
7766,3655827316094902272,179.60178,5.0785303
7768,3655870197048385536,178.00996,5.9007626
7770,3655893011914661888,177.9218,6.4141273
7775,3656967234640781312,149.9906,13.453321
7776,3656987300727988224,149.44714,13.471929
7778,3657035679239610368,149.78543,15.188627
7779,3657042276309377024,149.52187,13.973679
7785,3657068664588443648,150.41402,14.888379
7786,3657089830187278336,150.89723,14.875751
7787,3657090654820999168,150.99449,14.656098
7789,3658057125541814272,153.42931,12.433223
7791,3658084613332508672,152.3154,11.772911
7792,3658090660646461440,152.31197,13.221168
7796,3658172299384823808,152.40239,14.183563
7797,3658188792059240448,152.72723,13.593665
7803,3659221233528053760,159.80043,23.052486
7805,3659266038626885632,158.82245,24.543064
7806,3659268512528048128,158.41481,24.274679
7809,3659310019091996672,159.69289,23.973236
7811,3660303702708822016,163.11328,22.160603
7812,3660374896086720512,160.96852,22.638943
7813,3660385616325091328,160.73581,22.47394
7822,3661462588149047296,184.4214,4.1672101
7824,3661511516416483328,183.40166,5.4145412
7825,3661512066172297216,183.24524,5.088779
7828,3662560451314688000,187.92712,4.3734269
7829,3662595085930962944,186.92953,4.8473091
7831,3662633293960028160,185.73343,3.9764318
7833,3662653085169328128,186.30101,5.9847436
7834,3662665454675140608,186.70178,6.1940103
7836,3662677274425139200,186.80803,5.8376961
7837,3662690193686765568,187.34834,5.4221601
7839,3663730330814226432,188.188,14.090055
7843,3663840831732817920,189.92244,14.668217
7844,3663852651482816512,189.93555,14.646971
7845,3664834240421404672,191.29044,13.709174
7846,3664836164566753280,191.15222,13.770946
7847,3664850733095821312,190.50363,13.618731
7848,3664857055287681024,190.43655,13.824097
7849,3664879045520236544,189.61981,13.914464
7851,3664890040636514304,189.61137,13.866903
7856,3664910656479535104,189.93555,14.646971
7857,3664934021101625344,190.54965,14.254209
7860,3667059102250541056,153.01018,2.0010235
7861,3667124798070300672,151.43636,1.6877277
7862,3667129196116811776,150.95522,2.5072176
7863,3667130020750532608,151.04733,3.1368487
7866,3667157783419133952,151.577,4.2448916
7868,3667177299750526976,152.07036,3.9044039
7869,3667180323407503360,152.07246,3.7912426
7870,3667197090959826944,152.29028,3.2549081
7872,3667217981680754688,153.16452,2.6485381
7873,3667223754116800512,152.94847,3.5326569
7874,3667228427041218560,153.24184,3.3683598
7877,3668239977671663616,159.8559,43.529564
7878,3668247124497244160,159.57347,43.842644
7879,3668278185700728832,158.93542,44.727348
7880,3668278735456542720,158.97227,44.68964
7882,3668316118851887104,160.96284,44.615768
7884,3668335635183280128,161.68867,44.60104
7885,3668343881520488448,162.15895,44.342533
7886,3668349104200720384,161.92192,45.418938
7891,3669375498322026496,162.46748,42.690407
7892,3669387318072025088,161.96198,42.633369
7893,3669414805862719488,162.0448,44.218662
7894,3669415080740626432,162.16185,44.131752
7895,3669420578298765312,163.2179,44.675091
7901,3670435427497648128,154.82256,26.728773
7902,3670442024567414784,155.50127,27.384075
7904,3670502772584849408,153.33693,27.310877
7905,3670507445509267456,152.96246,27.526236
7906,3670524762817404928,152.78545,28.977827
7908,3670541530369728512,153.2988,28.214504
7911,3670583861567397888,155.17329,28.144711
7915,3671623174899998720,155.50127,27.384075
7916,3671639392696508416,155.22462,26.516748
7917,3671645165132554240,154.6826,27.405611
7919,3671657534638366720,155.2114,27.838083
7923,3671732576306962432,157.80965,27.53956
7924,3672692999764156416,157.38799,37.485832
7925,3672710317072293888,155.95261,36.698109
7927,3672738354618802176,155.14325,38.152267
7928,3672750174368800768,154.88596,38.290779
7929,3672753747781591040,155.14106,37.068511
7931,3672765292653682688,154.6286,37.160625
7932,3672770790211821568,153.90132,38.088482
7936,3672809822874607616,155.89474,39.536152
7938,3673814226796912640,163.97447,27.021866
7940,3673862055552720896,162.52519,27.632671
7944,3673902187727134720,161.94591,29.084913
7947,3674961842091958272,140.2072,42.686523
7949,3674984107202420736,139.58676,43.501411
7950,3674990704272187392,139.17503,44.049664
7951,3675001149632651264,138.89235,43.848549
7952,3675005272801255424,138.7849,43.384716
7953,3675018741818695680,138.75183,43.290001
7954,3675022590109392896,138.07158,43.834217
7956,3675039357661716480,139.31081,44.837238
7960,3675072068132642816,139.97694,44.437412
7962,3676088016859930624,142.83565,42.30109
7964,3676115229772718080,142.15424,42.740616
7966,3676128149034344448,141.5582,42.976353
7968,3676137494883180544,141.19527,43.063416
7972,3676217209476194304,143.77014,43.209911
7973,3697458400054059008,136.48962,61.202517
7975,3697463622734290944,137.43493,61.9953
7977,3697489186379636736,134.18843,61.324993
7979,3697502105641263104,133.81365,62.437266
7981,3697513375635447808,133.87686,61.924256
7983,3697529868309864448,132.47975,62.401103
7984,3697534541234282496,132.50295,61.58931
7985,3697567801461022720,133.93815,63.826403
7992,3698589523328999424,180.85363,12.023786
7993,3698600243567370240,180.17234,11.768518
7994,3698639001352249344,178.94298,11.289924
7996,3698661541340618752,178.47669,11.661851
7998,3698715967166193664,179.68128,12.427493
7999,3698737132765028352,180.21351,13.466977
8001,2694356612126107648,167.64972,8.85605
8003,2694375578701686784,167.45116,9.832346
8008,2694394270399358976,167.85449,9.996096
8009,2694416260631914496,169.35058,10.020916
8010,2695408301071427584,171.23131,58.231428
8012,2695416547408635904,170.55136,58.103519
8013,2695440461786540032,168.88733,58.237169
8015,2695445409588865024,170.00198,58.483204
8016,2695456954460956672,169.03482,58.509769
8017,2695461627385374720,168.73432,58.195705
8019,2695474821524908032,168.07534,57.957823
8020,2695477845181884416,167.41541,58.378111
8021,2695500385170253824,167.32243,59.444569
8022,2695508081751648256,168.0854,59.991013
8023,2695513029553973248,167.70329,59.111785
8024,2695536394176063488,168.76383,59.079028
8025,2695537218809784320,169.2141,59.355737
8026,2695547664170248192,170.14566,60.257302
8027,2695555635629549568,170.21803,59.590796
8029,2695563057333037056,170.78872,59.830193
8030,2695575976594663424,171.60407,59.519329
8031,2695577076106291200,171.78095,59.466126
8032,2695406927235540992,171.23131,58.231428
8034,2695417922351818752,170.55136,58.103519
8035,2695439087950653440,168.88733,58.237169
8037,2695443211119257600,170.00198,58.483204
8038,2695449533311117312,169.03482,58.509769
8039,2695461627939022848,168.73432,58.195705
8040,2695470698909952000,168.07534,57.957823
8042,2695473722566928384,168.1217,58.330673
8043,2695477021101811712,167.41541,58.378111
8044,2695499286212274176,167.32243,59.444569
8045,2695513304985528320,167.70329,59.111785
8046,2695555636183197696,170.21803,59.590796
8047,2695563057886685184,170.78872,59.830193
8049,2695576526904125440,171.60407,59.519329
8050,2695579550561101824,171.62251,59.316035
8052,2698875323444914176,47.34464,41.420665
8056,2698912431962351616,49.251636,41.581356
8060,2699914362017048576,44.483948,33.443915
8061,2699921783720536064,44.603327,33.826461
8063,2699930579813558272,44.387278,34.11362
8066,2700000398801922048,42.57181,34.806171
8067,2700035583174010880,43.813851,34.723818
8068,2700035858051917824,43.713477,34.939359
8071,2701078469885847552,37.72077,24.810483
8073,2701124099618400256,37.097525,25.547094
8074,2701137018880026624,37.461692,25.685763
8075,2701137568635840512,37.345965,25.908062
8077,2701173302763743232,38.237151,26.697359
8079,2702202170786211840,134.52271,37.093235
8080,2702217838826907648,134.02942,36.369754
8081,2702229658576906240,133.78237,36.433714
8083,2702242028082718720,133.40058,36.387662
8085,2702253572954810368,132.84851,37.320553
8086,2702260994658297856,133.91973,38.112443
8087,2702323941698988032,135.59258,37.148541
8089,2703325596842223616,140.20576,29.984851
8094,2703430875080583168,139.61875,31.075963
8096,2704451778472077312,142.04658,6.833609
8097,2704478991384864768,141.00679,6.524489
8099,2704495758937188352,140.11676,7.106876
8101,2704565852803459072,141.955,8.385581
8102,2704569975972063232,142.04114,8.115445
8105,2705572724184475648,145.80194,61.174001
8107,2705611481969354752,144.49491,61.656873
8108,2705635946103072768,143.67854,62.076401
8109,2705644467318188032,144.49125,62.685481
8111,2705671405353068544,146.08123,62.366405
8113,2706699173327038464,144.62422,51.516671
8114,2706707419664246784,145.27801,52.435774
8115,2706721988193314816,143.94827,52.165849
8117,2706756347931682816,143.47825,53.863736
8120,2706790157914236928,144.05355,53.264925
8121,2706795380594468864,144.03942,52.870675
8122,2706829190577022976,146.77284,53.483366
8125,2708952627776874496,152.1234,25.210786
8126,2708963622893152256,152.52544,25.576551
8128,2708971594352453632,151.94525,25.029449
8130,2709010352137332736,151.07578,26.490476
8131,2709038389683841024,152.52746,27.002337
8132,2709054882358257664,152.5725,26.034467
8133,2710060380490590208,153.37641,34.254895
8134,2710101887054538752,151.97377,34.193199
8135,2710110683147560960,151.44967,34.851419
8136,2710113981682444288,151.88964,34.673882
8138,2710119754118490112,151.14716,34.646218
8139,2710156312880113664,151.79135,35.603588
8140,2712332803512494080,162.21826,-0.063694
8143,2712366063739234304,161.30673,-1.142469
8145,2712382831291557888,160.85625,0.537661
8146,2712465019785734144,163.00726,0.918763
8148,2713519999128987648,162.97296,48.739875
8149,2713531544001079296,163.12026,49.005046
8150,2713565628861540352,164.1974,48.688483
8154,2716860866585716736,168.16998,9.434556
8159,2717926849098311680,171.23131,58.231428
8161,2717959559569238016,169.66784,58.027601
8162,2717978526144817152,168.73432,58.195705
8163,2717982099557607424,168.88733,58.237169
8164,2718006013935511552,167.41541,58.378111
8165,2718028553923880960,167.57208,59.498596
8168,2721397994556516352,47.34464,41.420665
8169,2721415311864653824,48.353143,42.387261
8172,2722516473229633536,120.02243,12.666118
8173,2722519222008702976,119.79129,11.857276
8174,2722570074421487616,121.18321,12.17066
8176,2723612417232758784,120.50698,8.5759879
8178,2723709174256003072,121.692,10.08775
8181,2724810334262028288,123.14518,12.382989
8182,2725865866548766720,122.86204,9.7167279
8185,2725898027263879168,121.88989,10.418791
8186,2725901600676669440,121.89539,10.464573
8188,2726946960400476160,126.50329,12.505043
8189,2726952183080708096,125.6112,11.627787
8190,2727100892028364800,126.66903,13.259883
8191,2729335380439492608,127.84422,11.860797
8193,2730316414505216000,129.06388,13.229727
8196,2730405749824972800,126.39027,13.885764
8197,2731551435169753088,129.08752,13.359086
8198,2732656169561647104,128.16575,15.06249
8199,2732649297865631744,128.16575,15.06249
8201,2733837594822469632,131.78503,12.950752
8204,2736001433940813824,132.69162,12.117232
8215,2741587777861740544,137.40895,16.459284
8218,2741728790228002816,137.28698,17.016373
8220,2745079555738855424,139.08652,14.86195
8221,2746165868848244736,138.48272,18.172746
8222,2746187859080800256,139.19545,18.222836
8223,2746213147848239104,139.93901,18.470631
8224,2746213422726146048,139.65823,18.626596
8225,2747275276466546688,139.91992,14.093889
8228,2748367370534807552,46.068085,37.335315
8230,2748394583447595008,45.12866,37.054052
8232,2748399531249920000,44.875169,36.949586
8234,2748418222947592192,44.30027,37.725147
8238,2748461928534796288,46.702736,38.057414
8240,2748471274383632384,46.884893,38.12216
8241,2748477321697585152,46.825784,39.109594
8245,2749492995563743232,39.384121,27.794072
8246,2749499317755602944,39.268571,27.678759
8247,2749503166046300160,39.41615,26.995101
8248,2749504265557927936,39.635266,27.015455
8249,2749512237017229312,39.074035,28.076267
8252,2749547421389318144,39.041318,28.94547
8253,2749563639185827840,39.268788,28.375616
8254,2749575458935826432,39.630164,28.440372
8255,2749582056005593088,39.9619,28.465437
8256,2749593051121870848,40.085257,29.256145
8257,2749596349656754176,40.695404,28.644813
8259,2750642810133702656,45.125418,37.004462
8261,2750656004273235968,44.875169,36.949586
8267,2751749743464966144,39.268571,27.678759
8268,2751751117854500864,39.384121,27.794072
8271,2751803619534727168,39.041318,28.94547
8273,2751834405860304896,39.9619,28.465437
8275,2752878125510584320,201.62249,65.976377
8277,2752887471359420416,200.98837,66.204142
8278,2752906163057092608,201.02936,65.74097
8279,2752941347429181440,201.40659,67.099859
8280,2752951517911738368,202.3302,67.211746
8281,2753960319796668416,195.73152,59.501515
8282,2754000177093175296,193.28078,59.648988
8283,2754002925872244736,192.46955,59.676583
8284,2754005399773407232,192.58806,59.162179
8285,2754018044157126656,191.86802,58.980616
8286,2754028764395497472,191.01513,59.150317
8288,2754033437319915520,191.26208,59.070717
8289,2754065048279214080,192.41922,60.779743
8291,2754074669005957120,193.08355,60.855395
8292,2754085389244327936,193.08697,59.917408
8293,2754093360703629312,193.35382,60.312657
8294,2754097208994326528,193.19513,60.68585
8295,2754112052401301504,194.9456,60.14717
8296,2754112327279208448,195.06338,60.177801
8297,2754123872151300096,195.42014,60.013709
8298,2754126071174555648,195.53474,59.771012
8300,2755077422385752064,216.27948,55.191861
8301,2755082095310170112,216.37667,55.575993
8302,2755090341647378432,215.86303,55.07608
8303,2755103260909004800,215.57381,54.971227
8304,2755126625531095040,214.58953,56.030182
8305,2755144217717139456,214.19185,55.416346
8309,2755220084019456000,215.04998,56.724976
8310,2755222283042711552,215.15544,57.643385
8311,2755227230845036544,215.64471,56.582669
8312,2755231079135733760,215.54133,56.351708
8314,2755234652548524032,215.52287,56.88654
8316,2755243723519453184,216.48683,57.209613
8317,2755251145222940672,216.70247,56.554537
8319,2757361104228214784,232.64977,49.609267
8320,2757369900321236992,232.37583,49.633818
8323,2757376772268910592,231.45872,49.456041
8324,2757397388111931392,230.97047,48.9756
8325,2757407283716581376,230.38302,49.090962
8326,2757426525170067456,229.53422,50.046038
8328,2757442193210763264,231.24338,50.704203
8329,2757443292722391040,231.32762,50.513572
8330,2757498268303779840,232.73614,50.45993
8331,2757504315617732608,233.64584,50.120045
8332,2760719835812882432,183.22497,38.83467
8333,2760728631905904640,183.79527,39.50991
8334,2760738252632647680,183.403,39.399406
8339,2760779209440782336,180.98704,39.850476
8340,2760788830167525376,181.46669,38.902825
8341,2760808621376825344,181.54979,40.813519
8343,2760812744545429504,181.23033,40.369393
8344,2760824839173335040,181.41909,40.49345
8345,2760827313074497536,181.77758,40.249286
8346,2760848203795425280,182.53221,40.098857
8347,2760865246225655808,182.91865,40.843454
8348,2760866895493097472,183.41038,40.325238
8351,2760880364510537728,184.05329,40.359994
8354,2766348785624836096,192.08636,28.923723
8356,2766383145363204096,191.71091,29.778644
8357,2766393590723667968,191.02868,28.71963
8359,2766414206566688768,190.48361,29.038211
8360,2766426301194594304,190.48934,30.894554
8361,2766427950462035968,190.2386,30.6217
8364,2766459011665520640,191.45712,30.812914
8365,2766467807758542848,191.11078,30.060656
8368,2766488423601563648,192.22583,30.103129
8369,2766498044328306688,192.28324,29.924031
8370,2766510688712026112,192.78186,29.887302
8371,2766511238467840000,192.99927,29.86171
8373,2768623952728188928,238.30427,25.796584
8375,2768647592228186112,238.20144,25.877585
8376,2768655563687487488,237.88558,25.482272
8377,2768668757827020800,237.26851,25.739209
8378,2768686899768879104,237.52753,27.075907
8379,2768700368786319360,238.06768,27.875286
8380,2768737752181663744,239.2368,27.222307
8382,2768745723640965120,238.69455,27.495886
8383,2768593444719847424,239.73603,25.868335
8385,2768601141301241856,239.14778,25.230244
8386,2768618458609379328,239.37754,26.09786
8388,2768624231045425152,238.30427,25.796584
8390,2768650619324491776,237.71148,26.040748
8391,2768665462731466752,237.88558,25.482272
8392,2768667111998908416,237.26851,25.739209
8393,2768673983946582016,237.02576,26.1879
8394,2768684429307045888,237.52753,27.075907
8395,2768686078574487552,237.24946,26.889666
8397,2768701471737276416,238.06768,27.875286
8398,2768703395882625024,238.17606,27.638631
8399,2768725935870994432,239.2368,27.222307
8401,2768744352690759680,238.69455,27.495886
8402,2768756172440758272,239.06138,27.277361
8404,2769777619950921728,201.62249,65.976377
8406,2769827647729985536,201.40659,67.099859
8407,2769842766014867456,201.76592,67.077893
8409,2770884277632526336,193.63662,59.264634
8410,2770896097382524928,192.06708,58.786369
8411,2770907642254616576,191.86802,58.980616
8412,2770913414690662400,191.01513,59.150317
8414,2770954921254610944,192.41922,60.779743
8415,2770981584411584512,193.35382,60.312657
8418,2771966196923262976,216.27948,55.191861
8419,2771987912277911552,215.57381,54.971227
8421,2772114630993012736,215.64471,56.582669
8423,2774284512341813248,230.97047,48.9756
8424,2774286711365068800,230.97654,48.768062
8425,2774313649399949312,230.0329,50.277888
8426,2774315848423204864,229.53422,50.046038
8427,2774332341097621504,231.24338,50.704203
8429,2774367250591803392,232.73614,50.45993
8430,2774393089115056128,233.64584,50.120045
8433,2777666333620332544,181.46669,38.902825
8434,2777667433131960320,180.98704,39.850476
8435,2777695195800561664,181.54979,40.813519
8437,2777745773335439360,183.41038,40.325238
8439,2777753744794740736,182.91865,40.843454
8440,2777769687713343488,183.9126,40.135411
8441,2783232611219171328,192.94012,29.437433
8443,2783266970957539328,191.93891,29.462934
8444,2783281539486607360,191.02868,28.71963
8445,2783288411434280960,190.71899,29.179013
8446,2783298581916837888,190.45969,29.261192
8447,2783300231184279552,190.47972,29.343857
8448,2783304354352883712,190.48361,29.038211
8450,2783395613817989120,192.78186,29.887302
8452,2785543237555742720,237.88558,25.482272
8453,2785554232672020480,237.26851,25.739209
8454,2785557531206903808,237.39,25.668372
8455,2785571000224344064,237.24946,26.889666
8456,2785591616067364864,238.06768,27.875286
8458,2785504483646400512,239.37754,26.09786
8461,2785544890698721280,237.88558,25.482272
8462,2785553686791743488,237.26851,25.739209
8463,2785555061181278208,237.39,25.668372
8464,2785559184349882368,237.02576,26.1879
8465,2785574302634764288,237.24946,26.889666
8466,2785588596285925376,238.06768,27.875286
8468,2788944847040440320,159.3324,24.030258
8470,2791250249992136704,161.97721,19.556008
8471,2792354429125289984,161.29733,16.967291
8472,2794562253909682176,162.39951,17.619077
8473,2795669456699811840,162.95526,15.128742
8474,2796826697586993152,162.49959,21.70341
8475,2796837142947457024,162.83218,21.720104
8476,2796839067092805632,162.8579,21.74655
8477,2799005650259044352,165.88717,22.697074
8478,2799016645375322112,165.26902,22.721949
8479,2799094435822987264,164.63609,24.378081
8480,2799137316776470528,165.61448,24.730752
8481,2799147212381120512,165.8159,24.938392
8482,2800161786332997632,165.45359,16.356884
8492,2810375430190688256,170.13444,22.23356
8495,2813658022121859072,172.30424,16.099029
8496,2814846319347132416,170.80449,22.200551
8497,2816044510566443008,173.75319,25.450929
8499,2817160516479248384,174.48473,20.288701
8500,2820463169095362560,173.64807,23.818734
8501,2820553603926747136,175.70956,25.846063
8502,2821592922711943168,174.61886,18.911116
8503,2822709196808546304,174.60008,21.033717
8505,2824974195862038528,175.72234,20.582535
8506,2824984641222502400,176.57784,20.952965
8507,2826020925848184832,177.99893,24.458194
8508,2828329075632793600,177.6005,16.502156
8511,2833945667481659392,235.26584,12.636873
8514,2836266461700319232,237.76249,14.160975
8518,2838411058593425408,240.38908,14.496924
8520,2840717559681017856,238.95293,10.525012
8521,2840761265268221952,238.93419,11.186047
8525,2842912184839727104,242.769,12.106804
8526,2842947644089722880,241.85509,10.640035
8528,2845172505868527616,243.6109,12.059506
8529,2845216761211545600,242.61457,12.346915
8530,2845271736792934400,243.0166,14.168653
8531,2846331391157757952,243.50791,10.479272
8536,2847433651799484416,244.58473,8.7267908
8537,2847485053968082944,243.23669,8.5469581
8540,2848673064470734848,245.62,13.257646
8545,2852031534548936704,248.61002,11.863033
8546,2853048296719542272,278.01236,21.220387
8547,2853049396231170048,278.11098,20.908201
8548,2853087329382328320,277.21574,20.311785
8549,2853111793516046336,276.25809,20.538238
8551,2853135707893950464,276.88706,21.903679
8552,2853158247882319872,277.5996,21.801693
8553,2853164844952086528,277.81956,21.809493
8554,2854158815459305472,260.60684,-13.939298
8568,2855286626945361920,287.70805,37.993441
8570,2855313290102335488,287.38187,38.684041
8571,2855318787660474368,286.89198,38.318539
8572,2855328958143031296,286.52901,38.389951
8573,2855343526672099328,285.77578,38.78949
8576,2855356995689539584,285.67735,38.637804
8577,2855360019346515968,285.73036,38.297953
8578,2855360294224422912,285.84942,38.048084
8579,2855370739584886784,284.96739,39.530946
8580,2855380085433722880,285.06554,38.934814
8581,2855400151520929792,285.90258,39.419354
8583,2855400701276743680,285.94441,38.99716
8584,2855405649079068672,286.55548,40.382916
8585,2855406748590696448,286.49978,40.16381
8586,2855408672736045056,286.33084,40.049439
8587,2855414994927904768,286.32937,39.563001
8588,2855416369317439488,286.24747,39.20278
8589,2855421591997671424,286.78882,39.048119
8591,2855425715166275584,286.80141,40.319968
8593,2855430662968600576,286.63198,40.215537
8596,2855453477834876928,288.19638,39.13741
8597,2855454852224411648,288.32815,39.292823
8599,2856514506941556736,332.49741,69.650774
8604,2856513407614478336,332.54631,69.354374
8605,2856514782004013056,332.49741,69.650774
8606,2856561786126100480,334.73366,69.144734
8607,2856517530816636928,332.49741,69.650774
8611,2858689066264717312,219.02777,57.913617
8612,2858689341142624256,219.15654,58.11377
8614,2858708307718203392,217.65529,58.18379
8615,2858715179665876992,217.89423,56.822683
8616,2858725075270526976,216.52417,58.209763
8617,2858731397462386688,216.68862,57.52116
8620,2858748989648431104,216.01535,59.264567
8621,2858764107933313024,216.86784,58.870831
8622,2858766306956568576,216.0135,58.685996
8624,2858786373043775488,217.77015,59.061879
8625,2858796268648425472,218.23601,58.290212
8626,2858799567183308800,218.44524,58.597839
8630,2859833111334643712,89.678972,83.27306
8632,2859851803032315904,85.689177,83.143669
8633,2859856750834640896,87.499622,82.519524
8634,2859860599125338112,82.568668,82.91028
8635,2859877916433475584,82.868947,84.176596
8636,2859881764724172800,79.797312,83.978429
8637,2859887262282311680,85.962773,84.338521
8638,2859890560817195008,82.22429,83.786864
8639,2859896333253240832,88.533972,84.475598
8640,2859912825927657472,87.507023,83.730987
8641,2860913112855373824,135.95501,82.508086
8643,2860925207483279360,131.7486,82.1169
8645,2860983206721644544,123.11595,82.634364
8646,2860993377204201472,119.89233,82.438632
8647,2860996125983270912,117.06768,83.209843
8651,2861019215727454208,118.48114,83.319058
8652,2861026637430941696,125.14453,84.2754
8655,2861044504494893056,127.62485,83.80765
8656,2861063745948379136,132.24439,83.58964
8657,2861076940087912448,133.83128,83.988415
8659,2862048074304350208,278.97269,20.701565
8661,2862074187705509888,277.37106,20.366441
8662,2862076936484579328,277.53228,20.761982
8663,2862083533554345984,277.43182,20.892138
8669,2862109372077598720,276.47863,20.93472
8670,2862121741583411200,276.24633,21.292871
8671,2862122566217132032,276.06692,21.386283
8674,2862139883525269504,276.93156,22.559229
8675,2862143182060152832,276.62738,21.884084
8676,2862143456938059776,276.53233,21.989818
8677,2862144006693873664,276.64481,21.890394
8678,2862147580106663936,276.60877,21.621388
8681,2862151978153175040,277.34325,22.040696
8683,2862160499368290304,277.54711,22.167914
8684,2862162148635731968,277.49145,22.17541
8689,2862188811792705536,278.51651,21.703633
8691,2862192110327588864,277.96968,22.325044
8694,2862200081786890240,278.55871,21.766088
8697,2864296025240135680,288.17328,38.422514
8700,2864302072554088448,287.31751,37.953761
8707,2864329010588968960,287.18711,38.41782
8708,2864333958391293952,286.88536,38.648859
8711,2864349901309896704,286.73529,37.980811
8715,2864368867885475840,285.95118,38.142345
8716,2864380687635474432,285.07003,39.71002
8717,2864408175426168832,285.58199,39.333476
8718,2864411199083145216,286.53527,40.394657
8719,2864412573472679936,286.55548,40.382916
8720,2864416696641284096,286.20668,39.367023
8723,2864438411995932672,287.83284,39.60917
8730,2864454354914535424,288.1916,38.982633
8734,2865435669562419200,335.96573,68.835719
8766,2867715506956167168,217.65529,58.18379
8767,2867730075485235200,216.52417,58.209763
8768,2867737222310815744,216.68862,57.52116
8769,2867757563275929600,216.01535,59.264567
8770,2867777904241043456,216.86784,58.870831
8772,2868880993224255488,82.568668,82.91028
8773,2868882642491697152,82.868947,84.176596
8774,2868884291759138816,79.797312,83.978429
8775,2868892538096347136,85.33104,84.278762
8776,2868898585410299904,82.22429,83.786864
8779,2869979686442657792,120.11546,82.839283
8780,2869996179117074432,119.52657,82.417535
8781,2870001401797306368,119.89233,82.438632
8782,2870001951553120256,116.42095,82.889907
8783,2870014321058932736,116.55076,83.225756
8784,2870016520082188288,117.06768,83.209843
8789,2870060500547299328,132.24439,83.58964
8790,2871073695193917440,248.5577,62.308387
8791,2871083865676474368,247.98005,62.68746
8792,2871103931763681280,246.71103,62.021612
8793,2871121249071818752,244.5675,62.622965
8794,2871126471752050688,244.74677,61.903077
8796,2871152585153210368,245.53667,62.876542
8797,2871157532955535360,246.43743,63.803838
8799,2871171001972975616,246.97297,63.650418
8800,2871188594159020032,247.7522,64.167295
8801,2872173762382424064,264.17375,63.487133
8803,2872181458963818496,265.00157,64.053713
8806,2872205648219629568,262.15144,63.105267
8808,2872216643335907328,262.83301,63.960647
8809,2872224339917301760,262.22121,64.356024
8812,2872246879905671168,260.10588,64.202047
8813,2872251827707996160,260.18384,63.530429
8815,2872268045504505856,260.04712,64.950594
8816,2872284813056829440,262.18594,65.051099
8817,2872285087934736384,262.30694,65.245434
8818,2872290860370782208,261.83479,65.004125
8819,2872321096940546048,264.1348,64.752869
8821,2873322478497720320,279.3881,63.286473
8822,2873328525811673088,280.6133,63.852265
8825,2873359587015157760,277.47039,64.065231
8826,2873374705300039680,276.48181,63.449281
8827,2873379653102364672,275.75252,63.962006
8828,2873386799927945216,277.11568,65.231685
8829,2873399169433757696,277.15562,65.375193
8830,2873401368457013248,276.04476,64.78645
8831,2873428306491893760,277.87734,64.264373
8832,2873433529172125696,278.35429,64.32015
8833,2873435178439567360,279.28938,64.675598
8834,2873459917451192320,280.5819,64.263026
8835,2873467064276772864,280.92357,64.824311
8836,2874456624724994048,292.25363,61.231489
8837,2874462397161039872,292.7039,62.046021
8838,2874468719352899584,292.28944,62.451112
8839,2874477515445921792,291.16692,62.387404
8841,2874490159829641216,290.82944,61.552427
8843,2874508026893592576,288.94816,62.46602
8844,2874510225916848128,288.95217,62.217162
8845,2874512974695917568,289.87641,63.418821
8846,2874515998352893952,289.794,63.416419
8847,2874520946155218944,288.93014,62.852708
8848,2874561353207539712,292.1438,63.216276
8850,2874568774911027200,291.75762,63.730078
8851,2874573172957538304,293.05955,63.041206
8855,2874584442951723008,293.41035,62.657082
8856,2874589115876141056,292.80494,63.667014
8857,2875550907498522624,304.28375,59.325531
8859,2875555305545033728,305.7066,60.030588
8860,2875555580422940672,304.67179,60.018963
8861,2875561902614800384,303.41298,58.913276
8863,2875568224806660096,304.35152,60.049509
8864,2875570698707822592,303.14639,58.611098
8865,2875571248463636480,303.1161,59.23245
8866,2875574821876426752,303.10015,59.327046
8867,2875581968702007296,302.74945,58.640749
8868,2875584442603169792,302.99129,59.492435
8869,2875588016015960064,303.42637,59.537171
8871,2875591039672936448,303.57658,60.067078
8872,2875592414062471168,303.61879,60.127474
