,SPECOBJID,RA,DEC
12259,b'   3641257137709096960',193.96263,10.299048
12260,b'   3641261810633515008',194.96387,10.64698
12261,b'   3641290397935837184',195.31575,10.385566
12262,b'   3641294795982348288',195.52682,10.387998
12263,b'   3641300293540487168',195.97264,10.471441
12264,b'   3642296725869273088',198.1151,19.016886
12265,b'   3642317066834386944',197.40187,19.581364
12266,b'   3642330260973920256',197.02031,19.194647
12267,b'   3642343729991360512',196.48439,18.235651
12268,b'   3642365170468102144',195.63898,18.815882
12269,b'   3642371217782054912',195.44365,19.548323
12270,b'   3642376990218100736',196.22249,20.358858
12271,b'   3642399255328563200',196.74117,20.810978
12272,b'   3642428942142513152',197.42928,19.760006
12273,b'   3642459453590183936',198.26598,20.08864
12274,b'   3643425099878604800',194.93698,29.140755
12275,b'   3643436644750696448',194.70279,29.301397
12276,b'   3643446815233253376',194.25658,29.653244
12277,b'   3643475402535575552',193.66525,28.890757
12278,b'   3643477876436738048',193.52925,28.87261
12279,b'   3643481724727435264',192.72514,29.868484
12280,b'   3643486947407667200',193.30032,28.570175
12281,b'   3643515259832082432',192.99927,29.86171
12282,b'   3643522956413476864',193.41898,30.130281
12283,b'   3643551818593705984',194.14137,30.485062
12284,b'   3644546601587941376',199.58856,59.334641
12285,b'   3644574089378635776',197.0103,58.230732
12286,b'   3644579312058867712',197.13048,59.004581
12287,b'   3644588657907703808',196.3797,58.929855
12288,b'   3644595804733284352',196.5748,58.290802
12289,b'   3644612572285607936',194.92407,59.611855
12290,b'   3644625491547234304',194.68472,59.066036
12291,b'   3644629614715838464',195.11867,60.496529
12292,b'   3644640060076302336',196.48605,60.596043
12293,b'   3644645557634441216',195.96535,59.772976
12294,b'   3644666998111182848',196.98703,59.708076
12295,b'   3644684040541413376',198.26979,60.510235
12296,b'   3644684865175134208',197.87144,60.845898
12297,b'   3644688438587924480',199.27724,59.544895
12298,b'   3644695035657691136',198.45592,60.754448
12299,b'   3645667003970199552',186.78624,39.62038
12300,b'   3645674975429500928',186.51625,38.987225
12301,b'   3645694216882987008',185.33078,39.228626
12302,b'   3645716207115542528',184.86797,38.987671
12303,b'   3645746443685306368',183.32796,40.226898
12304,b'   3645757438801584128',183.94555,40.390106
12305,b'   3645782452691116032',184.97456,40.776314
12306,b'   3645820935598088192',186.57141,40.45871
12307,b'   3645821210475995136',186.63293,40.455021
12308,b'   3646792629049466880',197.10504,48.32938
12309,b'   3646831661712252928',196.27977,49.226727
12310,b'   3646876191933177856',193.87436,49.207881
12311,b'   3646883613636665344',194.2646,50.330017
12312,b'   3646896532898291712',195.36649,49.665955
12313,b'   3646902580212244480',195.61644,50.155125
12314,b'   3646920172398288896',195.75787,49.909359
12315,b'   3646928693613404160',196.90677,49.931015
12316,b'   3646935015805263872',196.75761,50.281235
12317,b'   3646949859212238848',197.77943,49.874229
12318,b'   3647935571302653952',201.90071,38.687878
12319,b'   3647968006895673344',200.30687,38.258682
12320,b'   3647995219808460800',199.27531,38.116486
12321,b'   3648007864192180224',199.39244,39.882019
12322,b'   3648017759796830208',200.14986,39.939453
12323,b'   3648052119535198208',200.82777,39.11565
12324,b'   3648061465384034304',201.09779,39.782463
12325,b'   3649049651476275200',38.351475,23.407021
12326,b'   3649057897813483520',37.818539,22.982826
12327,b'   3649058997325111296',37.854614,23.053583
12328,b'   3649073565854179328',37.794163,23.492359
12329,b'   3649104627057664000',36.304489,23.435833
12330,b'   3649107925592547328',36.612934,22.446978
12331,b'   3649110674371616768',36.12785,22.961119
12332,b'   3649112048761151488',36.600201,22.88603
12333,b'   3649127167046033408',35.653927,22.97057
12334,b'   3649138986796032000',36.179256,23.80941
12335,b'   3649139261673938944',35.863216,23.87855
12336,b'   3649145858743705600',36.665142,24.469645
12337,b'   3649146958255333376',36.398956,24.250591
12338,b'   3649150531668123648',36.651993,23.744921
12339,b'   3649176370191376384',37.444771,23.824183
12340,b'   3649198085546024960',37.784893,24.79694
12341,b'   3649212654075092992',38.671719,23.829844
12342,b'   3650181049025142784',164.92596,2.7079225
12343,b'   3650191494385606656',164.44057,2.5817308
12344,b'   3650214034373976064',164.13614,3.4865961
12345,b'   3650252792158855168',163.0294,3.6583776
12346,b'   3650267360687923200',164.04207,4.6885667
12347,b'   3650289625798385664',164.52661,4.1891236
12348,b'   3650295947990245376',164.20378,4.0686293
12349,b'   3650306118472802304',164.92174,3.9621522
12350,b'   3650312990420475904',164.71747,4.7441125
12351,b'   3650313540176289792',164.761,4.393157
12352,b'   3650331407240241152',165.66466,3.2358861
12353,b'   3651323441958723584',166.9951,2.2123163
12354,b'   3651334711952908288',166.60706,2.4903212
12355,b'   3651377043150577664',165.13455,2.7692921
12356,b'   3651395734848249856',165.89996,3.7449238
12357,b'   3651420473859874816',166.46785,3.2814271
12358,b'   3651441364580802560',166.81105,4.1314893
12359,b'   3651464729202892800',167.73662,3.534008
12360,b'   3652450166197297152',174.91527,13.068065
12361,b'   3652487824470548480',173.88118,12.055676
12362,b'   3652516136894963712',173.2178,13.776187
12363,b'   3652521084697288704',174.04684,14.675958
12364,b'   3652553795168215040',174.58638,13.829004
12365,b'   3652560117360074752',175.00787,13.700574
12366,b'   3652565614918213632',174.97536,14.235988
12367,b'   3653603553928388608',176.14354,12.052318
12368,b'   3653701135585353728',177.23283,14.03057
12369,b'   3653707732655120384',177.95731,12.663396
12370,b'   3654703341189046272',177.55956,6.2888398
12371,b'   3654707189479743488',176.96355,5.4646587
12372,b'   3654710762892533760',177.10916,5.7894087
12373,b'   3654767662619271168',175.81726,6.8517675
12374,b'   3654767937497178112',175.7623,6.914022
12375,b'   3654811643084382208',177.47087,6.3604102
12376,b'   3655827316094902272',179.60178,5.0785303
12377,b'   3655828140728623104',179.37807,5.4453077
12378,b'   3655870197048385536',178.00996,5.9007626
12379,b'   3655877068996059136',178.12119,4.862062
12380,b'   3655893011914661888',177.9218,6.4141273
12381,b'   3655965304804188160',179.91452,6.4319482
12382,b'   3656931225634971648',151.19778,13.197453
12383,b'   3656947443431481344',150.25163,12.653261
12384,b'   3656963386350084096',150.29683,13.146999
12385,b'   3656967234640781312',149.9906,13.453321
12386,b'   3656987300727988224',149.44714,13.471929
12387,b'   3657008191448915968',148.74663,13.373973
12388,b'   3657035679239610368',149.78543,15.188627
12389,b'   3657042276309377024',149.52187,13.973679
12390,b'   3657047773867515904',150.24037,15.161398
12391,b'   3657054370937282560',149.88028,14.163462
12392,b'   3657054645815189504',149.90631,13.907421
12393,b'   3657057944350072832',150.06081,13.929772
12394,b'   3657061242884956160',150.32448,14.255484
12395,b'   3657068664588443648',150.41402,14.888379
12396,b'   3657089830187278336',150.89723,14.875751
12397,b'   3657090654820999168',150.99449,14.656098
12398,b'   3657096977012858880',151.45213,13.610489
12399,b'   3658057125541814272',153.42931,12.433223
12400,b'   3658058225053442048',153.56393,12.899276
12401,b'   3658084613332508672',152.3154,11.772911
12402,b'   3658090660646461440',152.31197,13.221168
12403,b'   3658097807472041984',151.89293,13.030507
12404,b'   3658116774047621120',151.53674,12.148772
12405,b'   3658123645995294720',151.08392,13.035417
12406,b'   3658133816477851648',150.96855,12.871578
12407,b'   3658172299384823808',152.40239,14.183563
12408,b'   3658188792059240448',152.72723,13.593665
12409,b'   3658213805948772352',153.4948,13.037203
12410,b'   3658216554727841792',153.20621,13.983051
12411,b'   3659177527940849664',160.79979,22.740156
12412,b'   3659199793051312128',160.00568,22.501461
12413,b'   3659221233528053760',159.80043,23.052486
12414,b'   3659227555719913472',159.18172,23.789381
12415,b'   3659266038626885632',158.82245,24.543064
12416,b'   3659268512528048128',158.41481,24.274679
12417,b'   3659283081057116160',158.69701,24.231234
12418,b'   3659296824952463360',159.77264,24.746229
12419,b'   3659310019091996672',159.69289,23.973236
12420,b'   3659339431028039680',161.15382,23.39983
12421,b'   3660303702708822016',163.11328,22.160603
12422,b'   3660374896086720512',160.96852,22.638943
12423,b'   3660385616325091328',160.73581,22.47394
12424,b'   3660399635098345472',160.8004,23.410955
12425,b'   3660418326796017664',161.63527,23.587095
12426,b'   3660422999720435712',162.15584,24.354336
12427,b'   3660424374109970432',162.12534,23.793478
12428,b'   3660429047034388480',161.88577,23.805382
12429,b'   3660437568249503744',162.14049,23.549006
12430,b'   3661432351579283456',185.76047,4.8981376
12431,b'   3661435100358352896',185.70456,5.0352578
12432,b'   3661462588149047296',184.4214,4.1672101
12433,b'   3661467535951372288',184.86378,5.0145774
12434,b'   3661511516416483328',183.40166,5.4145412
12435,b'   3661512066172297216',183.24524,5.088779
12436,b'   3661545051521130496',184.25108,5.7215648
12437,b'   3662554953756549120',187.39832,3.9335809
12438,b'   3662560451314688000',187.92712,4.3734269
12439,b'   3662595085930962944',186.92953,4.8473091
12440,b'   3662622298843750400',186.01027,4.0732417
12441,b'   3662633293960028160',185.73343,3.9764318
12442,b'   3662643189564678144',186.03687,6.1458879
12443,b'   3662653085169328128',186.30101,5.9847436
12444,b'   3662665454675140608',186.70178,6.1940103
12445,b'   3662667928576303104',186.48532,5.9482512
12446,b'   3662677274425139200',186.80803,5.8376961
12447,b'   3662690193686765568',187.34834,5.4221601
12448,b'   3662720430256529408',187.87749,5.6101294
12449,b'   3663730330814226432',188.188,14.090055
12450,b'   3663747373244456960',188.04933,13.871627
12451,b'   3663773211767709696',187.23839,15.349586
12452,b'   3663835609052585984',189.42706,15.473393
12453,b'   3663840831732817920',189.92244,14.668217
12454,b'   3663852651482816512',189.93555,14.646971
12455,b'   3664834240421404672',191.29044,13.709174
12456,b'   3664836164566753280',191.15222,13.770946
12457,b'   3664850733095821312',190.50363,13.618731
12458,b'   3664857055287681024',190.43655,13.824097
12459,b'   3664879045520236544',189.61981,13.914464
12460,b'   3664885092834189312',189.76524,13.209705
12461,b'   3664890040636514304',189.61137,13.866903
12462,b'   3664895538194653184',189.68903,14.958143
12463,b'   3664898012095815680',189.51527,14.883471
12464,b'   3664907083066744832',190.41624,15.549202
12465,b'   3664909831845814272',190.05579,14.695475
12466,b'   3664910656479535104',189.93555,14.646971
12467,b'   3664934021101625344',190.54965,14.254209
12468,b'   3664950513776041984',191.15068,14.88052
12469,b'   3664956286212087808',191.59911,14.034145
12470,b'   3667059102250541056',153.01018,2.0010235
12471,b'   3667124798070300672',151.43636,1.6877277
12472,b'   3667129196116811776',150.95522,2.5072176
12473,b'   3667130020750532608',151.04733,3.1368487
12474,b'   3667137167576113152',150.99299,2.0331847
12475,b'   3667138816843554816',150.48978,3.069149
12476,b'   3667157783419133952',151.577,4.2448916
12477,b'   3667165205122621440',151.28607,3.3878198
12478,b'   3667177299750526976',152.07036,3.9044039
12479,b'   3667180323407503360',152.07246,3.7912426
12480,b'   3667197090959826944',152.29028,3.2549081
12481,b'   3667197365837733888',152.31793,3.0603299
12482,b'   3667217981680754688',153.16452,2.6485381
12483,b'   3667223754116800512',152.94847,3.5326569
12484,b'   3667228427041218560',153.24184,3.3683598
12485,b'   3668194897694924800',161.2001,43.292278
12486,b'   3668215788415852544',160.48914,42.836075
12487,b'   3668239977671663616',159.8559,43.529564
12488,b'   3668247124497244160',159.57347,43.842644
12489,b'   3668278185700728832',158.93542,44.727348
12490,b'   3668278735456542720',158.97227,44.68964
12491,b'   3668313370072817664',160.44096,44.570862
12492,b'   3668316118851887104',160.96284,44.615768
12493,b'   3668321616410025984',161.23065,44.384209
12494,b'   3668335635183280128',161.68867,44.60104
12495,b'   3668343881520488448',162.15895,44.342533
12496,b'   3668349104200720384',161.92192,45.418938
12497,b'   3669310352258080768',164.8026,42.596924
12498,b'   3669318323717382144',164.74718,43.059841
12499,b'   3669327944444125184',164.64792,43.204239
12500,b'   3669334816391798784',163.793,42.652878
12501,b'   3669375498322026496',162.46748,42.690407
12502,b'   3669387318072025088',161.96198,42.633369
12503,b'   3669414805862719488',162.0448,44.218662
12504,b'   3669415080740626432',162.16185,44.131752
12505,b'   3669420578298765312',163.2179,44.675091
12506,b'   3669435696583647232',162.83496,44.201199
12507,b'   3669442293653413888',163.68436,44.009506
12508,b'   3669454388281319424',163.89943,44.690033
12509,b'   3669465108519690240',164.03696,44.623856
12510,b'   3669469231688294400',164.74278,43.931282
12511,b'   3670435427497648128',154.82256,26.728773
12512,b'   3670442024567414784',155.50127,27.384075
12513,b'   3670475009916248064',154.05528,27.496309
12514,b'   3670502772584849408',153.33693,27.310877
12515,b'   3670507445509267456',152.96246,27.526236
12516,b'   3670524762817404928',152.78545,28.977827
12517,b'   3670527786474381312',152.68777,28.768982
12518,b'   3670541530369728512',153.2988,28.214504
12519,b'   3670552250608099328',153.49255,28.246086
12520,b'   3670572041817399296',154.68588,28.503689
12521,b'   3670583861567397888',155.17329,28.144711
12522,b'   3670587434980188160',155.14542,28.065495
12523,b'   3670589908881350656',154.65323,29.152832
12524,b'   3671585241748840448',156.46909,26.697701
12525,b'   3671623174899998720',155.50127,27.384075
12526,b'   3671639392696508416',155.22462,26.516748
12527,b'   3671645165132554240',154.6826,27.405611
12528,b'   3671645989766275072',154.81064,27.060259
12529,b'   3671657534638366720',155.2114,27.838083
12530,b'   3671684197795340288',156.35661,28.095303
12531,b'   3671709486562779136',156.99159,27.725351
12532,b'   3671727353626730496',157.2807,28.246706
12533,b'   3671732576306962432',157.80965,27.53956
12534,b'   3672692999764156416',157.38799,37.485832
12535,b'   3672710317072293888',155.95261,36.698109
12536,b'   3672716364386246656',156.29916,37.77618
12537,b'   3672738354618802176',155.14325,38.152267
12538,b'   3672750174368800768',154.88596,38.290779
12539,b'   3672753747781591040',155.14106,37.068511
12540,b'   3672759245339729920',154.46326,37.814873
12541,b'   3672765292653682688',154.6286,37.160625
12542,b'   3672770790211821568',153.90132,38.088482
12543,b'   3672776012892053504',154.76411,39.334988
12544,b'   3672795254345539584',154.83798,38.375671
12545,b'   3672798003124609024',155.39627,39.083176
12546,b'   3672809822874607616',155.89474,39.536152
12547,b'   3672831813107163136',156.24632,38.90271
12548,b'   3673814226796912640',163.97447,27.021866
12549,b'   3673851885070163968',163.41685,27.570999
12550,b'   3673862055552720896',162.52519,27.632671
12551,b'   3673875249692254208',162.33168,28.054808
12552,b'   3673896965046902784',161.55325,28.513113
12553,b'   3673901088215506944',162.16805,29.204241
12554,b'   3673902187727134720',161.94591,29.084913
12555,b'   3673953864773640192',163.85808,28.227636
12556,b'   3673985200855031808',164.7774,28.389242
12557,b'   3674961842091958272',140.2072,42.686523
12558,b'   3674965415504748544',140.53227,43.334129
12559,b'   3674984107202420736',139.58676,43.501411
12560,b'   3674990704272187392',139.17503,44.049664
12561,b'   3675001149632651264',138.89235,43.848549
12562,b'   3675005272801255424',138.7849,43.384716
12563,b'   3675018741818695680',138.75183,43.290001
12564,b'   3675022590109392896',138.07158,43.834217
12565,b'   3675033310347763712',138.57205,44.327347
12566,b'   3675039357661716480',139.31081,44.837238
12567,b'   3675041006929158144',139.40096,44.689453
12568,b'   3675067944964038656',139.8027,44.23378
12569,b'   3675070143987294208',140.2247,44.308903
12570,b'   3675072068132642816',139.97694,44.437412
12571,b'   3675102029824499712',141.47906,43.943851
12572,b'   3676088016859930624',142.83565,42.30109
12573,b'   3676101210999463936',142.65015,42.485603
12574,b'   3676115229772718080',142.15424,42.740616
12575,b'   3676124575621554176',141.7039,42.781311
12576,b'   3676128149034344448',141.5582,42.976353
12577,b'   3676129798301786112',141.77882,42.158615
12578,b'   3676137494883180544',141.19527,43.063416
12579,b'   3676152338290155520',141.64023,44.151608
12580,b'   3676168281208758272',141.47906,43.943851
12581,b'   3676206489237823488',143.24236,44.469017
12582,b'   3676217209476194304',143.77014,43.209911
12583,b'   3697458400054059008',136.48962,61.202517
12584,b'   3697458674931965952',136.74087,61.558323
12585,b'   3697463622734290944',137.43493,61.9953
12586,b'   3697466096635453440',136.96428,62.222351
12587,b'   3697489186379636736',134.18843,61.324993
12588,b'   3697494683937775616',134.52501,62.111027
12589,b'   3697502105641263104',133.81365,62.437266
12590,b'   3697506228809867264',133.14436,62.291656
12591,b'   3697513375635447808',133.87686,61.924256
12592,b'   3697521896850563072',133.22922,61.250152
12593,b'   3697529868309864448',132.47975,62.401103
12594,b'   3697534541234282496',132.50295,61.58931
12595,b'   3697567801461022720',133.93815,63.826403
12596,b'   3697573848774975488',133.25953,63.065309
12597,b'   3697598038030786560',135.44893,62.982746
12598,b'   3697599962176135168',135.55756,63.495819
12599,b'   3697602436077297664',135.76091,63.400518
12600,b'   3697620303141249024',137.10422,62.690185
12601,b'   3697621677530783744',136.77718,63.379534
12602,b'   3698589523328999424',180.85363,12.023786
12603,b'   3698600243567370240',180.17234,11.768518
12604,b'   3698639001352249344',178.94298,11.289924
12605,b'   3698645048666202112',178.45023,12.409737
12606,b'   3698661541340618752',178.47669,11.661851
12607,b'   3698694251811545088',179.19923,13.563246
12608,b'   3698715967166193664',179.68128,12.427493
12609,b'   3698737132765028352',180.21351,13.466977
12610,b'   3698748952515026944',180.41498,13.581933
12611,b'   3698755274706886656',180.75819,12.190446
12612,b'   3699710474795982848',126.21686,64.797939
12613,b'   3699712398941331456',126.52807,65.138932
12614,b'   3699740436487839744',123.26938,65.144122
12615,b'   3699746758679699456',124.02881,65.479288
12616,b'   3699766000133185536',122.78071,64.97853
12617,b'   3699770398179696640',122.41641,65.439603
12618,b'   3699770947935510528',122.28861,65.889704
12619,b'   3699803108650622976',121.33792,66.652743
12620,b'   3699820425958760448',123.68886,66.80912
12621,b'   3699840217168060416',124.43725,66.226508
12622,b'   3700879531054309376',154.73012,42.365686
12623,b'   3700899597141516288',153.75788,41.66994
12624,b'   3700918563717095424',153.02032,42.926614
12625,b'   3700924611031048192',153.22825,43.674979
12626,b'   3700929558833373184',153.00885,43.056992
12627,b'   3700938354926395392',153.43522,43.407492
12628,b'   3700969141251973120',154.92984,43.168634
12629,b'   3700970790519414784',155.33769,43.335004
12630,b'   3700974089054298112',155.58195,43.1026
12631,b'   3700989757094993920',155.48087,43.970428
12632,b'   3700991956118249472',155.56556,43.885908
12633,b'   3701972445058670592',246.31181,49.930675
12634,b'   3702012302355177472',244.27008,49.669988
12635,b'   3702045562581917696',243.07124,49.911162
12636,b'   3702107959866793984',245.38217,51.272424
12637,b'   3702131874244698112',246.7462,51.266035
12638,b'   3702132149122605056',246.20406,51.444245
12639,b'   3703120884987437056',241.54165,16.840151
12640,b'   3703151946190921728',240.85714,16.412834
12641,b'   3703180808371150848',240.52181,18.041042
12642,b'   3703183557150220288',240.21457,17.940391
12643,b'   3703192902999056384',240.68295,18.294718
12644,b'   3703199500068823040',241.39958,18.765527
12645,b'   3703233310051377152',242.15129,18.230487
12646,b'   3703251726871142400',242.95488,18.314733
12647,b'   3704236889809723392',255.16723,20.938815
12648,b'   3704246235658559488',254.9058,21.288332
12649,b'   3704246785414373376',254.87742,21.517141
12650,b'   3704255581507395584',254.68833,21.862695
12651,b'   3704263278088790016',254.55876,21.685249
12652,b'   3704306159042273280',253.49248,22.933413
12653,b'   3704317703914364928',254.17411,22.835279
12654,b'   3704323201472503808',254.70543,23.469233
12655,b'   3704324026106224640',254.86261,23.396045
12656,b'   3704334196588781568',255.15296,23.245048
12657,b'   3704334471466688512',255.11533,23.647609
12658,b'   3704339694146920448',254.8185,22.489969
12659,b'   3705339425060921344',254.24573,40.592637
12660,b'   3705347671398129664',254.66992,41.478505
12661,b'   3705357017246965760',254.38116,41.497583
12662,b'   3705366637973708800',254.14037,41.307737
12663,b'   3705371585776033792',253.24034,40.400757
12664,b'   3705383405526032384',253.06586,41.532449
12665,b'   3705413916973703168',251.96852,40.986593
12666,b'   3705438655985328128',253.02386,42.651017
12667,b'   3705451025491140608',253.1695,42.524941
12668,b'   3706531845488353280',260.45378,34.181155
12669,b'   3706540641581375488',259.98065,34.147948
12670,b'   3706542840604631040',259.86285,34.593302
12671,b'   3706553835720908800',259.96508,36.284504
12672,b'   3706563731325558784',260.48539,36.643359
12673,b'   3706578849610440704',260.47404,35.993996
12674,b'   3706591219116253184',260.93564,35.626115
12675,b'   3706593143261601792',261.05561,35.489427
12676,b'   3706630526656946176',262.15384,35.942352
12677,b'   3707596722130755584',131.54952,5.0935411
12678,b'   3707601120177266688',130.74069,4.4332044
12679,b'   3707613489683079168',130.48466,4.7835116
12680,b'   3707674237700513792',129.08392,5.7371647
12681,b'   3707676711601676288',129.77967,7.2052651
12682,b'   3707685232816791552',129.36576,6.3316798
12683,b'   3707692104764465152',129.80094,6.6217261
12684,b'   3707692929398185984',129.92954,6.6589288
12685,b'   3707693479153999872',129.32358,6.5839759
12686,b'   3707697877200510976',129.70891,6.1745789
12687,b'   3707736634985390080',130.69758,6.885389
12688,b'   3707739658642366464',130.88694,6.2789424
12689,b'   3707741857665622016',130.92346,6.3381694
12690,b'   3707744331566784512',130.99852,6.5588125
12691,b'   3707745156200505344',131.14645,6.534139
12692,b'   3707749554247016448',131.21557,6.1016201
12693,b'   3707750928636551168',131.24824,6.3639828
12694,b'   3707753952293527552',131.29087,6.4837533
12695,b'   3707755876438876160',131.30845,6.8985539
12696,b'   3708717399307034624',152.65031,62.408486
12697,b'   3708720422964011008',153.22475,62.774779
12698,b'   3708735541248892928',152.72372,62.598539
12699,b'   3708737740272148480',150.71294,62.480621
12700,b'   3708752308801216512',150.0605,62.492809
12701,b'   3708752583679123456',150.367,62.201821
12702,b'   3708767427086098432',149.61749,63.265281
12703,b'   3708773199522144256',149.76658,62.411907
12704,b'   3708775673423306752',148.89664,63.053694
12705,b'   3708780346347724800',148.80828,62.60529
12706,b'   3708799862679117824',147.46844,63.668703
12707,b'   3708829824370974720',149.93876,64.252534
12708,b'   3708833672661671936',149.23582,63.382318
12709,b'   3708843843144228864',150.20168,63.463518
12710,b'   3708878752638410752',153.00541,63.112052
12711,b'   3708879027516317696',153.27414,63.086316
12712,b'   3709842474680819712',210.26996,64.068563
12713,b'   3709864464913375232',208.4299,64.446956
12714,b'   3709913942936625152',205.76772,64.744188
12715,b'   3709929885855227904',205.64525,66.228755
12716,b'   3709936208047087616',205.71446,65.846797
12717,b'   3709939781459877888',207.39108,65.97441
12718,b'   3709943904628482048',207.10871,66.382144
12719,b'   3709951601209876480',207.89461,66.34575
12720,b'   3709964795349409792',208.83602,65.975969
12721,b'   3709965070227316736',208.46699,66.137339
12722,b'   3709981013145919488',209.22348,65.718444
12723,b'   3709983487047081984',208.89242,66.499106
12724,b'   3709997230942429184',209.93558,65.890223
12725,b'   3710000804355219456',210.91682,65.583669
12726,b'   3710007126547079168',210.96244,66.083126
12727,b'   3710974971405770752',219.99501,54.489308
12728,b'   3710985416766234624',219.34961,53.915212
12729,b'   3710986241399955456',219.19144,53.982538
12730,b'   3711004383341813760',218.73517,55.105935
12731,b'   3711025274062741504',217.23213,54.997992
12732,b'   3711028847475531776',217.8078,54.216068
12733,b'   3711031871132508160',217.79628,54.46512
12734,b'   3711051112585994240',216.94206,54.134974
12735,b'   3711055235754598400',216.65514,55.609131
12736,b'   3711062657458085888',217.02023,56.373818
12737,b'   3711064306725527552',217.42351,56.26589
12738,b'   3711072827940642816',218.04444,56.180875
12739,b'   3711084372812734464',218.52573,56.513124
12740,b'   3711095093051105280',219.16845,55.920651
12741,b'   3711097017196453888',218.85911,55.821918
12742,b'   3711104988655755264',218.9878,56.666158
12743,b'   3711108287190638592',218.71788,56.456513
12744,b'   3711118457673195520',219.19499,56.065159
12745,b'   3711121206452264960',220.41866,55.468791
12746,b'   3712094549657624576',230.36575,50.147675
12747,b'   3712095374291345408',230.36826,50.334689
12748,b'   3712100322093670400',230.61941,50.879491
12749,b'   3712101971361112064',230.97149,50.768784
12750,b'   3712105544773902336',229.90809,50.540963
12751,b'   3712106094529716224',229.66258,49.954456
12752,b'   3712120663058784256',229.76068,51.125451
12753,b'   3712121762570412032',229.92067,50.808976
12754,b'   3712128084762271744',228.84735,49.822407
12755,b'   3712133582320410624',229.39679,50.599785
12756,b'   3712149800116920320',228.43074,49.868325
12757,b'   3712171515471568896',227.21505,50.289666
12758,b'   3712188832779706368',226.69456,51.73146
12759,b'   3712203951064588288',228.50722,52.561506
12760,b'   3712210548134354944',228.12397,51.474695
12761,b'   3712224292029702144',229.07566,51.869123
12762,b'   3712253978843652096',230.65911,51.401607
12763,b'   3713227321226928128',245.05572,5.5292495
12764,b'   3713276799250178048',243.63446,4.9736492
12765,b'   3713280372662968320',242.92409,5.839391
12766,b'   3713296315581571072',242.62507,5.2443085
12767,b'   3713334798488543232',243.35873,6.5637931
12768,b'   3713340296046682112',243.96593,7.3460694
12769,b'   3713368333593190400',244.74741,6.4992499
12770,b'   3713369158226911232',244.72642,6.2525124
12771,b'   3713374655785050112',244.37621,7.3187494
12772,b'   3713380153343188992',245.05065,6.3299569
12773,b'   3714345524283940864',162.63995,15.202853
12774,b'   3714358993301381120',162.24328,15.270538
12775,b'   3714390329382772736',161.53142,15.435095
12776,b'   3714413144249049088',160.78522,15.216835
12777,b'   3714473067632762880',161.5778,16.453658
12778,b'   3714491759330435072',161.97307,17.107654
12779,b'   3715483793797259264',164.23861,14.537632
12780,b'   3715515404756557824',163.49726,15.141502
12781,b'   3715517054023999488',163.59409,14.969915
12782,b'   3715545091570507776',162.62516,15.308092
12783,b'   3715555536930971648',162.53101,15.152823
12784,b'   3715558560587948032',163.07991,16.617323
12785,b'   3715570380337946624',163.34864,16.411716
12786,b'   3715581650332131328',163.65337,16.4808
12787,b'   3715590996180967424',164.01644,16.792709
12788,b'   3715600891785617408',163.55872,15.7039
12789,b'   3715604740076314624',164.08165,15.625656
12790,b'   3715622057384452096',164.5474,16.019431
12791,b'   3715639649570496512',165.00851,16.336106
12792,b'   3716631409478180864',202.20799,22.438892
12793,b'   3716637181914226688',202.08084,23.809701
12794,b'   3716638281425854464',202.35535,23.794015
12795,b'   3716643229228179456',201.9026,23.737781
12796,b'   3716685835303755776',201.16087,24.815676
12797,b'   3716690783106080768',200.9047,23.974283
12798,b'   3716699029443289088',201.43452,24.496474
12799,b'   3716724318210727936',202.03592,24.112964
12800,b'   3716745758687469568',202.93954,23.615597
12801,b'   3716752355757236224',202.73126,24.686505
12802,b'   3716762801117700096',203.06787,24.535664
12803,b'   3718853522662465536',201.3658,24.365533
12804,b'   3718855996563628032',201.304,24.554186
12805,b'   3718887607522926592',200.16922,24.50631
12806,b'   3718899977028739072',199.52612,24.822348
12807,b'   3718909322877575168',199.20641,24.545137
12808,b'   3718925540674084864',198.68575,24.266428
12809,b'   3718928289453154304',198.80744,24.175603
12810,b'   3718933237255479296',198.38528,24.603619
12811,b'   3718948630418268160',199.64018,26.264898
12812,b'   3718953303342686208',198.90569,25.594228
12813,b'   3718957701389197312',199.69535,25.870169
12814,b'   3718973369429893120',200.06646,25.973077
12815,b'   3719001681854308352',200.66661,26.039642
12816,b'   3719975849022300160',186.75281,53.445747
12817,b'   3719982171214159872',187.31272,54.254679
12818,b'   3720009659004854272',185.35293,53.163219
12819,b'   3720013782173458432',185.68734,53.954668
12820,b'   3720015156562993152',185.65011,54.450313
12821,b'   3720020104365318144',184.98957,54.373136
12822,b'   3720075629702520832',184.77048,55.633209
12823,b'   3720078378481590272',184.16397,55.126416
12824,b'   3720080577504845824',183.67614,54.991472
12825,b'   3720083051406008320',184.331,54.718235
12826,b'   3720088548964147200',185.04483,55.741962
12827,b'   3720096795301355520',185.37336,55.530807
12828,b'   3720098994324611072',185.85388,55.488625
12829,b'   3720119335289724928',185.89186,55.469935
12830,b'   3720131704795537408',186.8695,55.259473
12831,b'   3720134728452513792',187.11075,54.670177
12832,b'   3720141050644373504',187.48868,55.287368
12833,b'   3720141325522280448',187.53743,55.36631
12834,b'   3721108071171334144',187.31272,54.254679
12835,b'   3721134734328307712',185.35293,53.163219
12836,b'   3721154800415514624',184.79767,53.440143
12837,b'   3721163046752722944',183.97688,54.511427
